temp,Conformity,Tradition,Benevolence,Universalism,Self-Direction,Stimulation,Hedonism,Achievement,Power,Security
0.0,,,,,,,,,,
0.1,0.09999999999999995,0.558135423992378,0.0,0.0,0.0,0.0,0.18876258403431845,0.0,0.0,0.0
0.2,0.37685567797261854,0.6903922176135924,0.0,0.0,0.17144660799776532,0.3147870853305598,0.26111648393354664,0.30151134457776363,0.31797973380564865,0.0
0.3,0.5321957564959753,0.6729064053068824,0.0,0.03333333333333323,0.0,0.3710141710925814,0.34739288735064555,0.3144660377352203,0.6830561152391921,0.09999999999999991
0.4,0.7339357030160175,0.7048712182685815,0.08572330399888253,0.09587449708822031,0.30397202157269326,0.41056133044967347,0.48419463487779835,0.510965613897705,0.7374539876076226,0.09999999999999994
0.5,0.8027100562117273,0.6577241139725761,0.1282161999881215,0.1069419847546079,0.2917640530056137,0.45047673960959744,0.5153208277913436,0.5311270653958049,0.9030112363250484,0.1714466079977653
0.6,0.8706203523808743,0.901891950795155,0.17254775360093022,0.17963049741190637,0.3919647479510926,0.463190516467527,0.5810778907784353,0.6197710558070307,0.8446354781259728,0.3961940143032155
0.7,0.9017379403858492,0.7897544689408987,0.3304420057921196,0.21904291355759026,0.38438590667781414,0.5349171558628155,0.6663635674617903,0.6638386989185086,0.9444682112279914,0.5048001904944492
0.8,0.8067111182342958,0.9634219315449583,0.19745860069872614,0.24368569110512567,0.41022290072938167,0.6690110294873753,0.620687139590088,0.7160497697278264,0.9842702265068668,0.5292218415520636
0.9,1.0951108057030927,0.7490566457791151,0.2500504999500151,0.3114491309463359,0.4358898943540672,0.7167547514578285,0.7398300378117157,0.7987363757710034,1.0243993066153152,0.664770029347888
1.0,0.9673456340716983,0.901891950795155,0.35448069856702447,0.42971488472577035,0.505999361200539,0.6864305272107794,0.7213203382014335,0.8470239045915382,1.1516786167866608,0.6973796554520241
TOT,"(0.8295184742372523, 4)","(0.8012767658833341, 4)","(0.203865002050227, 4)","(0.23235595212795493, 4)","(0.36191230910335104, 4)","(0.5076468208363908, 4)","(0.5644593746359303, 4)","(0.6409315149009345, 4)","(0.938131072979629, 4)","(0.43264110031101033, 4)"
